#skipped n median low_quartile hi_quartile mean avg_dev std_dev vari skew kurt conf_lo conf_hi
264000 32 496 276.5 626 416.969 201.039 241.3 58225.9 -0.600517 -1.01898 354.000000 550.000000
265000 32 530 294 611.5 423.656 201.492 239.316 57272.2 -0.692891 -0.98348 331.000000 589.000000
266000 32 483 286.5 625.5 420.688 200.16 239.443 57332.8 -0.692217 -1.00917 348.000000 576.000000
267000 32 535.5 326 662.5 452.406 209.705 251.858 63432.7 -0.67777 -0.982416 364.000000 620.000000
268000 32 501 291 623 440 199.188 242.898 58999.7 -0.681081 -0.917931 377.000000 595.000000
269000 32 538 286 659.5 452.125 206.023 244.923 59987.5 -0.721102 -0.911801 371.000000 586.000000
270000 32 511.5 298 630 444 198 237.561 56435.4 -0.747662 -0.8507 366.000000 604.000000
271000 32 519.5 309.5 661.5 462.844 194.152 242.085 58605.3 -0.776067 -0.732527 464.000000 604.000000
272000 32 526.5 333.5 645.5 454.156 192.223 235.696 55552.5 -0.84627 -0.693552 471.000000 600.000000
273000 32 568 312.5 653.5 458.312 198.633 240.332 57759.5 -0.869667 -0.771642 468.000000 594.000000
274000 32 541.5 322 624.5 448.531 200.99 240.507 57843.5 -0.810568 -0.83744 404.000000 592.000000
275000 32 531.5 421 610.5 459.688 182.512 239.479 57350.1 -0.832861 -0.476427 488.000000 565.000000
276000 32 542 347 620.5 459.062 190.418 238.698 56977 -0.850225 -0.562749 439.000000 595.000000
277000 32 515.5 355 648 457.719 186.119 234.526 55002.7 -0.935765 -0.55999 451.000000 599.000000
278000 32 568 325.5 639.5 463.281 189.193 233.663 54598.6 -0.942493 -0.549115 452.000000 599.000000
279000 32 539.5 345.5 680 465.656 196.43 243.372 59230 -0.834397 -0.707361 438.000000 624.000000
280000 32 566.5 338 637.5 463.375 196.094 236.5 55932.3 -0.88547 -0.669278 408.000000 618.000000
281000 32 585 373 624.5 461.875 189.094 231.154 53432.4 -0.975525 -0.5016 401.000000 620.000000
282000 32 544.5 350.5 600 447.469 179.447 222.319 49425.8 -1.05381 -0.388218 446.000000 591.000000
283000 32 546 405 612.5 455.094 176.934 225.175 50703.6 -1.05722 -0.371691 462.000000 586.000000
284000 32 579 399.5 639 476.906 188.061 236.711 56031.9 -1.07428 -0.350358 469.000000 624.000000
285000 32 563.5 377 665 473.656 191.639 236.94 56140.6 -0.910151 -0.500147 384.000000 606.000000
286000 32 552 332 647 464.938 190.641 234.048 54778.4 -0.894124 -0.601369 433.000000 627.000000
287000 32 566 334 626 462.594 182.971 226.498 51301.4 -0.860568 -0.498219 436.000000 583.000000
288000 32 543.5 351 633.5 464.969 189.975 237.628 56467 -0.716975 -0.605934 396.000000 609.000000
289000 32 522.5 337 661 460.75 184.266 232.913 54248.3 -0.827632 -0.584407 444.000000 566.000000
290000 32 557 396 622.5 462.5 177.375 227.651 51825.2 -0.982902 -0.359497 457.000000 596.000000
291000 32 557 417 605 461.812 170.684 223.206 49821 -1.01191 -0.238745 438.000000 574.000000
292000 32 565 392 658 473.438 182.605 231.811 53736.3 -0.991417 -0.379951 460.000000 626.000000
293000 32 524 430.5 633.5 475.438 173.641 228.298 52120.2 -0.965154 -0.22988 467.000000 597.000000
294000 32 515.5 403.5 667 484.781 180.1 235.825 55613.3 -0.950584 -0.346356 484.000000 658.000000
295000 32 551 401 659.5 488.125 186.461 241.071 58115 -0.917719 -0.374972 482.000000 624.000000
296000 32 574 383 644.5 473 185.75 231.85 53754.3 -0.941589 -0.470803 457.000000 605.000000
297000 32 571.5 374.5 676 482.25 193.5 238.891 57069 -0.866011 -0.525576 424.000000 607.000000
298000 32 553.5 334 661.5 472.125 190.039 234.04 54774.8 -0.8371 -0.579696 441.000000 614.000000
299000 32 564.5 376 644 480.188 189.652 240.174 57683.4 -0.831467 -0.475868 466.000000 624.000000
300000 32 555 371.5 660.5 481.656 187.201 234.497 54988.9 -0.898995 -0.42182 431.000000 626.000000
301000 32 585.5 420.5 675.5 500.219 186.9 240.087 57641.9 -0.967158 -0.37498 493.000000 615.000000
302000 32 560.5 419.5 639 487.812 174.508 225.722 50950.4 -1.0455 -0.190237 513.000000 613.000000
303000 32 575 445 656.5 491.812 179.809 230.393 53080.7 -1.08215 -0.187548 475.000000 623.000000
304000 32 542.5 407.5 673 478.5 181.375 233.264 54412 -0.903023 -0.433689 450.000000 631.000000
305000 32 557 403.5 660.5 485.094 178.371 229.593 52712.9 -1.06385 -0.231407 498.000000 627.000000
306000 32 598.5 475 672 501.312 175.176 229.844 52828.2 -1.2061 -0.00251425 511.000000 616.000000
307000 32 572 428 662.5 501.438 181.141 234.563 55019.8 -1.01115 -0.234658 490.000000 647.000000
308000 32 530.5 386.5 676.5 483.594 180.283 230.443 53104.2 -0.935942 -0.396816 463.000000 628.000000
309000 32 553 336 648.5 468.25 183.094 225.972 51063.2 -0.963742 -0.512841 475.000000 625.000000
310000 32 567 436 653.5 488.5 177.094 228.352 52144.8 -1.10785 -0.203224 487.000000 627.000000
311000 32 569 387 679 486.75 179.125 227.307 51668.5 -0.980986 -0.320636 471.000000 602.000000
312000 32 582.5 438 662 492.875 181.969 233.934 54725 -1.00852 -0.266425 469.000000 632.000000
313000 32 584 372.5 667.5 491.812 186.996 236.068 55727.9 -0.994128 -0.357853 491.000000 632.000000
314000 32 600 446 678 505.781 177.037 231.25 53476.4 -1.11126 -0.0442013 502.000000 629.000000
315000 32 556.5 405.5 670.5 489.219 179.9 228.138 52047 -1.06272 -0.205497 473.000000 623.000000
316000 32 556.5 439.5 636 490.438 173.051 222.921 49693.9 -1.08838 -0.0689451 468.000000 622.000000
317000 32 577 456.5 698.5 513.656 182.43 238.051 56668.4 -0.910319 -0.254379 485.000000 644.000000
318000 32 586 429.5 682.5 506.781 180.426 235.076 55260.8 -1.03758 -0.0787932 508.000000 644.000000
319000 32 553 405 671.5 493.625 179.617 234.781 55122.3 -0.969054 -0.227055 477.000000 620.000000
320000 32 549 440.5 656.5 495.469 169.293 226.119 51129.8 -1.00916 0.0210641 510.000000 597.000000
321000 32 557 458.5 666 509.469 171.639 229.771 52794.8 -1.09132 0.0515431 525.000000 648.000000
322000 32 577.5 426.5 699.5 514.375 176.297 230.089 52941.1 -1.08224 -0.0194104 521.000000 669.000000
323000 32 624 416 679.5 514.812 191.859 241.732 58434.2 -0.953979 -0.298962 489.000000 654.000000
324000 32 579 432 675 507.406 175.816 228.776 52338.3 -1.05407 -0.0447177 517.000000 635.000000
325000 32 631 425 676.5 522.625 182.227 230.776 53257.8 -1.19942 0.0224229 543.000000 661.000000
326000 32 604.5 420.5 684 514.906 186.197 237.143 56236.9 -1.10132 -0.170069 541.000000 642.000000
327000 32 589.5 386 690 511.688 192.41 241.962 58545.4 -0.935459 -0.416805 497.000000 661.000000
328000 32 575.5 418 701 519.219 183.949 239.481 57351.1 -0.971186 -0.205156 527.000000 669.000000
329000 32 579 422 662 508.094 175.689 226.576 51336.7 -1.1307 -0.0131204 507.000000 641.000000
330000 32 598 404 709.5 510.469 186.664 236.698 56026.1 -0.886167 -0.26953 460.000000 642.000000
331000 32 609.5 414.5 693 526.75 183.844 236.344 55858.3 -1.04633 -0.0940243 529.000000 666.000000
332000 32 606 435.5 706.5 524.625 182.18 236.141 55762.6 -0.988519 -0.0695702 518.000000 636.000000
333000 32 614.5 430 664 518.375 177.172 224.12 50229.9 -1.21217 0.0704272 546.000000 654.000000
334000 32 601.5 437.5 709.5 526.312 177.402 228.222 52085.4 -1.09066 0.00133523 501.000000 643.000000
335000 32 573 463 686.5 529.344 173.611 231.214 53460.1 -1.05197 0.0960407 519.000000 662.000000
336000 32 611.5 447 680.5 533.469 170.072 224.596 50443.5 -1.18569 0.253357 533.000000 659.000000
337000 32 627.5 483.5 660.5 529.969 167.23 220.19 48483.6 -1.20839 0.269017 532.000000 655.000000
338000 32 601.5 477.5 661.5 520.844 161.725 214.565 46038.3 -1.34174 0.439458 553.000000 643.000000
339000 32 571.5 417 647 503.969 162.043 208.303 43390.1 -1.08198 0.0467935 527.000000 604.000000
340000 32 587.5 508.5 671.5 523.188 159.992 212.883 45319 -1.22527 0.236033 542.000000 637.000000
341000 32 594 477.5 657 513.125 153.086 207.623 43107.2 -1.25518 0.468762 513.000000 618.000000
342000 32 609.5 481 721 532.812 175.508 228.223 52085.9 -1.1524 0.0523101 541.000000 651.000000
343000 32 610.5 482 724 546.031 184.646 238.293 56783.7 -0.967175 -0.189307 528.000000 705.000000
344000 32 621 445 683.5 539.812 167.445 217.515 47312.8 -1.16115 0.330557 553.000000 646.000000
345000 32 603.5 454.5 691 536.844 170.09 221.542 49080.8 -1.14423 0.262027 558.000000 667.000000
346000 32 642.5 479 709.5 553.938 171.957 225.235 50730.8 -1.17959 0.324588 538.000000 683.000000
347000 32 637 451 718 543.844 175.195 219.172 48036.3 -1.08268 -0.0104099 512.000000 685.000000
348000 32 605 511 680 534.281 161.086 215.07 46254.9 -1.18542 0.343996 528.000000 674.000000
349000 32 619.5 488.5 697 548.344 165.068 218.707 47832.6 -1.24565 0.426523 579.000000 688.000000
350000 32 624.5 528 678 556.062 154.852 214.329 45936.8 -1.11733 0.672975 561.000000 654.000000
351000 32 593.5 493 720 552.812 159.797 213.339 45513.4 -1.13232 0.480973 532.000000 692.000000
352000 32 633 449 714 553.312 175.402 222.273 49405.4 -1.0809 0.105914 542.000000 680.000000
353000 32 620.5 514 684.5 545.25 163.641 217.649 47371.2 -1.16107 0.29708 557.000000 655.000000
354000 32 611 524.5 701.5 549.562 152.949 206.214 42524.3 -1.30382 0.739988 547.000000 669.000000
355000 32 605.5 516 698.5 550.906 149.248 204.687 41896.7 -1.23024 0.721027 549.000000 649.000000
356000 32 610 475 702 544.094 160.877 209.851 44037.6 -1.13341 0.282136 541.000000 657.000000
357000 32 641.5 522.5 706 562.031 161.268 211.822 44868.7 -1.25151 0.459885 591.000000 664.000000
358000 32 639 424.5 715.5 562.562 167.512 211.414 44695.9 -1.12303 0.387566 555.000000 675.000000
359000 32 610.5 469.5 722.5 558.156 164.982 215.509 46444 -1.06669 0.336358 536.000000 694.000000
360000 32 639.5 495.5 741 574.344 160.342 209.048 43701.2 -1.23161 0.699681 536.000000 708.000000
361000 32 598 481.5 735 564.781 157.662 210.608 44355.9 -1.12624 0.585336 564.000000 666.000000
362000 32 618.5 512 693.5 560.219 146.15 198.079 39235.4 -1.4187 1.23085 560.000000 661.000000
363000 32 617.5 496 716.5 569.75 149.453 200.499 40199.7 -1.24276 1.0018 558.000000 676.000000
364000 32 661 436.5 744.5 584.344 171.924 214.666 46081.6 -1.14589 0.512545 505.000000 726.000000
365000 32 621.5 459.5 769.5 577.531 163.582 212.051 44965.5 -1.05993 0.220977 578.000000 698.000000
366000 32 645.5 527 718 580.25 157.469 208.138 43321.5 -1.32292 0.819652 601.000000 698.000000
367000 32 655 485 708.5 576.938 159.711 209.522 43899.4 -1.21678 0.7037 592.000000 687.000000
368000 32 621 514.5 685 556.688 147.68 196.913 38774.7 -1.31232 0.757705 569.000000 680.000000
369000 32 652.5 561 726 577.281 155.193 207.315 42979.4 -1.30653 0.648157 577.000000 676.000000
370000 32 634.5 499.5 687.5 566.031 153.957 203.531 41424.8 -1.18401 0.770004 574.000000 668.000000
371000 32 656 528 717 587.125 161.328 212.084 44979.7 -1.26308 0.756566 629.000000 699.000000
372000 32 665 527.5 733.5 587.562 154.477 201.736 40697.4 -1.3466 0.833552 591.000000 706.000000
373000 32 646 542 718 571.938 151.961 204.519 41828.2 -1.36311 0.769462 593.000000 670.000000
374000 32 656 520.5 727.5 583.656 156.473 205.425 42199.4 -1.21262 0.54048 591.000000 684.000000
375000 32 633 535.5 707 581.031 144.705 193.256 37347.7 -1.22246 0.577764 596.000000 682.000000
376000 32 645.5 563 711.5 580.125 143.945 197.134 38861.9 -1.37853 0.773129 589.000000 687.000000
377000 32 598.5 541.5 692.5 568.031 126.77 181.828 33061.5 -1.15096 0.809924 580.000000 626.000000
378000 32 611 518 750.5 581.031 145.711 194.219 37721.1 -1.00457 0.345412 536.000000 684.000000
379000 32 673 562 741.5 600.531 144.557 191.437 36647.9 -1.31788 0.932548 569.000000 719.000000
380000 32 650 514 718 583.719 144.852 190.188 36171.4 -1.21458 0.697595 545.000000 693.000000
381000 32 638.5 503 731 584.031 141.4 184.486 34035.3 -1.05208 0.46461 552.000000 690.000000
382000 32 634 507 700.5 579.719 138.432 185.297 34335.1 -0.980961 0.181924 579.000000 649.000000
383000 32 646.5 552 721 593.344 137.652 185.606 34449.7 -1.24056 0.502231 600.000000 705.000000
384000 32 617.5 533 700.5 578.188 124.016 170.511 29074 -1.12624 0.515079 573.000000 675.000000
385000 32 634.5 545 730.5 592.875 137.469 185.746 34501.6 -1.11286 0.502635 572.000000 678.000000
386000 32 645 576 718 595.938 129.781 181.967 33111.9 -1.29935 1.04406 602.000000 681.000000
387000 32 645 534.5 723.5 591.688 131.535 175.545 30816 -1.22277 0.717475 573.000000 677.000000
388000 32 625.5 551 713.5 587.281 119.381 164.749 27142.3 -1.14612 0.539014 587.000000 658.000000
389000 32 660.5 562 727.5 604.156 131.742 174.268 30369.5 -1.25971 0.663984 589.000000 720.000000
390000 32 649.5 524.5 721.5 597.688 132.996 171.804 29516.5 -1.1072 0.405013 571.000000 708.000000
391000 32 647 549.5 731.5 603.531 132.836 175.369 30754.3 -1.12315 0.394374 575.000000 712.000000
392000 32 645.5 527.5 700 594.844 128.902 171.345 29359.2 -1.14064 0.524629 604.000000 666.000000
393000 32 649.5 528 723.5 593.594 132.346 171.508 29415 -1.01948 0.0444669 583.000000 680.000000
394000 32 665 556.5 750.5 603.875 134.648 174.943 30605.2 -1.06542 0.0736153 573.000000 712.000000
395000 32 634.5 520.5 733.5 599.531 134.928 175.568 30824 -0.939975 -0.154895 586.000000 705.000000
396000 32 666.5 518 733 604.188 131.652 168.977 28553.2 -1.18979 0.433771 577.000000 716.000000
397000 32 658.5 558.5 722 604.875 121.07 164.538 27072.8 -1.17356 0.680067 580.000000 691.000000
398000 32 643.5 563.5 757 611.875 124.023 169.945 28881.5 -1.09407 0.409841 604.000000 704.000000
399000 32 668.5 577.5 725 610.188 123.266 167.637 28102.1 -1.23693 0.61221 597.000000 696.000000
400000 32 668 546 713 606.875 127.102 165.294 27322 -1.11732 0.288947 585.000000 695.000000
401000 32 667 568.5 749 620.938 124.52 167.86 28176.9 -1.01546 0.145441 608.000000 693.000000
402000 32 657 588.5 711.5 614.969 114.854 161.016 25926.3 -1.03486 0.353741 613.000000 697.000000
403000 32 670.5 532.5 740 620.594 126.982 163.035 26580.4 -0.781609 -0.151295 598.000000 702.000000
404000 32 667.5 575 719 622.344 121.424 162.35 26357.4 -0.792474 0.285533 614.000000 707.000000
405000 32 661 541.5 717 615.781 118.426 154.543 23883.7 -1.13515 0.372509 619.000000 701.000000
406000 32 655.5 581.5 716.5 615.812 118.996 162.101 26276.7 -0.866991 0.0721915 611.000000 691.000000
407000 32 654.5 552 697.5 612.406 114.18 159.008 25283.4 -0.472181 0.600544 604.000000 670.000000
408000 32 660.5 556.5 707.5 619.594 115.67 158.354 25076 -0.876751 0.525807 609.000000 686.000000
409000 32 665 591 755 626.344 121.486 163.224 26642 -1.0457 0.217533 621.000000 689.000000
410000 32 647 580.5 737 616.094 116.877 156.153 24383.6 -1.11685 0.125008 614.000000 703.000000
411000 32 635 587.5 724.5 623.188 107.914 152.46 23244.1 -0.819774 0.176879 606.000000 674.000000
412000 32 647 559 728 613.656 115.992 154.494 23868.4 -0.991584 0.137084 597.000000 712.000000
413000 32 668 541.5 725 614.656 127.514 165.179 27284.2 -1.02259 0.0362809 606.000000 708.000000
414000 32 661.5 535 740.5 624.906 119.93 150.606 22682.1 -0.79335 -0.448542 606.000000 721.000000
415000 32 655.5 610 727.5 627.844 100.186 137.364 18868.9 -1.0641 0.166579 618.000000 708.000000
416000 32 644.5 556 750.5 626.812 109.211 140.724 19803.1 -0.597934 -0.124006 587.000000 688.000000
417000 32 653.5 548.5 732 621.031 113.215 145.269 21103.1 -0.785389 -0.121871 567.000000 689.000000
418000 32 649 529 742 612.031 123.771 164.278 26987.3 -0.755093 -0.157974 608.000000 676.000000
419000 32 644 533 732 620 113.25 148.18 21957.2 -0.843252 0.0556611 609.000000 698.000000
420000 32 651.5 566.5 745 631.5 110.125 146.937 21590.4 -0.919905 0.172767 611.000000 698.000000
421000 32 671 580.5 730.5 622.344 115.486 155.492 24177.7 -1.14215 0.343953 609.000000 702.000000
422000 32 653 544 749 622.938 116.195 147.149 21653 -0.523888 -0.520178 559.000000 688.000000
423000 32 695 580 747 633.75 123.359 158.83 25227 -1.16227 0.104768 648.000000 723.000000
424000 32 692.5 589 739 639.812 110.371 150.877 22763.8 -1.03399 0.505043 639.000000 702.000000
425000 32 638 575.5 737.5 617.188 113.09 153.849 23669.4 -0.978264 0.274566 589.000000 710.000000
426000 32 696 589 760.5 650.969 118.604 156.022 24343 -1.03355 0.354696 643.000000 721.000000
427000 32 666.5 602.5 729.5 641.969 110.287 156.075 24359.4 -0.993577 0.874613 620.000000 716.000000
428000 32 675.5 552.5 752.5 630.25 115.781 150.507 22652.5 -0.787451 0.0284239 598.000000 698.000000
429000 32 678.5 573 735.5 633.656 117.762 152.56 23274.4 -0.800065 -0.139248 610.000000 720.000000
430000 32 688.5 539.5 735.5 627.094 123.439 156.075 24359.5 -0.868723 -0.220791 600.000000 716.000000
431000 32 711 594 774.5 663.969 113.855 151.289 22888.2 -1.07279 0.168665 676.000000 728.000000
432000 32 710 625.5 784.5 663 117.125 156.21 24401.7 -1.24523 0.57945 654.000000 745.000000
433000 32 699 615 768.5 657.969 109.539 147.721 21821.5 -1.26993 1.05058 622.000000 730.000000
434000 32 680 588 786 659.969 109.223 147.558 21773.3 -0.949501 0.422878 632.000000 729.000000
435000 32 658.5 564 782 638.438 124.535 163.908 26865.9 -0.747849 -0.214372 611.000000 722.000000
436000 32 686.5 553.5 730 636.094 111.889 142.191 20218.4 -0.857659 0.055731 612.000000 706.000000
437000 32 668 568 741 635.594 112.07 142.667 20354 -0.760692 -0.219017 599.000000 716.000000
438000 32 681.5 601 742.5 645.812 108.109 147.64 21797.6 -0.87946 0.692643 629.000000 713.000000
439000 32 689.5 580.5 743 647.812 108.559 143.873 20699.3 -0.814085 0.0741136 646.000000 731.000000
440000 32 688.5 578.5 770.5 647.406 114.867 147.839 21856.4 -0.692379 -0.393003 630.000000 722.000000
441000 32 691 553 767 648.906 117.555 145.916 21291.5 -0.695181 -0.571828 615.000000 738.000000
442000 32 685.5 587 754 647.781 112.676 148.796 22140.4 -1.01971 0.255356 652.000000 731.000000
443000 32 662.5 617 774 652.656 107.408 144.989 21021.8 -0.892489 0.0435179 627.000000 751.000000
444000 32 674 556.5 763 640.219 117.441 151.849 23058 -0.758432 -0.0764363 596.000000 731.000000
445000 32 676.5 581 747 639.531 115.645 150.821 22746.9 -0.964879 0.025066 646.000000 721.000000
446000 32 684.5 574.5 734.5 635.875 103.898 131.422 17271.9 -0.983177 -0.0475431 614.000000 721.000000
447000 32 673.5 557.5 740.5 635.438 106.918 132.243 17488.3 -0.749815 -0.35529 601.000000 714.000000
448000 32 670 613.5 742 641.531 99.5859 137.078 18790.5 -1.01271 0.302289 629.000000 703.000000
449000 32 693 587.5 743 649.844 111.018 146.819 21555.7 -1.12616 0.74299 621.000000 730.000000
450000 32 652.5 601.5 747 641.156 99.6699 139.692 19513.9 -0.871132 0.270602 624.000000 701.000000
451000 32 694 600 765 653.875 109.656 140.916 19857.2 -1.05687 0.360913 615.000000 738.000000
452000 32 679 586 759 647.594 114.871 151.094 22829.3 -0.910051 -0.184041 654.000000 732.000000
453000 32 697 621 775 662.938 117.074 158.029 24973.1 -1.04165 0.203009 653.000000 739.000000
454000 32 680.5 587 789.5 653.625 121.633 158.991 25278 -0.817165 -0.174131 610.000000 736.000000
455000 32 685 622 752 655.406 106.705 151.8 23043.2 -1.03726 0.593606 649.000000 720.000000
456000 32 685 578 771 650.562 117.555 147.654 21801.6 -0.665239 -0.479512 618.000000 728.000000
457000 32 713 603.5 785 672.156 115.305 147.044 21621.9 -0.853133 -0.174712 634.000000 741.000000
458000 32 687 583.5 750.5 653.344 107.527 139.76 19532.9 -0.925972 -0.208038 659.000000 723.000000
459000 32 680 593 772 654.062 113.246 144.606 20911 -0.777155 -0.0766563 609.000000 733.000000
460000 32 675 586.5 753.5 647.969 114.537 145.297 21111.3 -0.791876 -0.302629 607.000000 742.000000
461000 32 669 577.5 743 644.531 112.84 148.289 21989.6 -0.659402 -0.0680917 609.000000 706.000000
462000 32 693.5 587 735.5 641.375 111.82 145.263 21101.5 -0.992315 0.329552 614.000000 714.000000
463000 32 711 594 759 657.531 116.961 147.17 21659 -0.79803 -0.357733 617.000000 735.000000
464000 32 696.5 593.5 772.5 654.844 109.613 136.789 18711.1 -0.853946 -0.325838 613.000000 758.000000
465000 32 673.5 586.5 754.5 641.781 104.1 136.188 18547.1 -0.859672 -0.241549 635.000000 700.000000
466000 32 700 625 742.5 655.5 101.969 139.497 19459.4 -0.988215 0.238331 639.000000 720.000000
467000 32 669.5 586.5 775.5 655.219 112.928 146.573 21483.7 -0.70108 -0.340906 624.000000 736.000000
468000 32 683 588 787.5 654 119.562 149.176 22253.5 -0.712683 -0.567462 607.000000 741.000000
469000 32 688.5 602 767 661.969 106.289 136.714 18690.7 -0.816788 -0.375083 628.000000 742.000000
470000 32 676 602.5 769.5 665.312 106.168 138.105 19072.9 -0.624277 -0.134995 624.000000 750.000000
471000 32 707 592.5 740.5 651.312 106.859 134.597 18116.2 -0.871034 -0.299347 625.000000 726.000000
472000 32 681.5 593 762.5 649.406 107.143 135.066 18243 -0.734471 -0.626593 638.000000 718.000000
473000 32 654 571.5 757.5 636.062 118.867 155.136 24067.3 -0.555675 -0.456905 591.000000 703.000000
474000 32 694 605 782 665.281 116.273 155.882 24299.2 -0.703795 -0.161978 638.000000 728.000000
475000 32 691.5 589 760 654.656 109.471 135.902 18469.3 -0.634902 -0.535749 612.000000 732.000000
476000 32 685 594.5 814 672.531 123.469 152.228 23173.4 -0.443175 -0.773456 620.000000 752.000000
477000 32 677 602 748 650.969 100.408 130.611 17059.2 -0.808206 -0.140181 625.000000 728.000000
478000 32 696 607.5 760.5 665.062 109.492 139.08 19343.2 -0.831831 -0.120497 623.000000 753.000000
479000 32 697 616.5 763.5 659.062 100.484 135.308 18308.1 -1.09068 0.522282 638.000000 722.000000
480000 32 688 608.5 757.5 654.594 103.607 131.602 17319 -0.900003 -0.270733 617.000000 739.000000
481000 32 693 629.5 757 661.531 102.74 135.322 18312.1 -0.957316 -0.178011 661.000000 725.000000
482000 32 707.5 626 776.5 669.938 111.199 144.98 21019.3 -0.9266 0.0777345 634.000000 747.000000
483000 32 719 625.5 768 672.094 112.059 147.046 21622.4 -1.05663 0.215979 676.000000 742.000000
484000 32 681 577.5 752 649.781 111.385 144.378 20845.1 -0.832708 0.0436792 630.000000 727.000000
485000 32 684.5 555 740.5 641.156 108.752 135.332 18314.7 -0.730356 -0.316868 619.000000 711.000000
486000 32 710.5 571 786.5 664.406 118.268 140.529 19748.4 -0.66874 -0.792728 606.000000 774.000000
487000 32 687.5 560.5 765.5 657.875 110.766 136.04 18507 -0.512406 -0.700594 623.000000 751.000000
488000 32 701.5 601.5 766 674.344 97.7578 126.175 15920.1 -0.685032 -0.21197 657.000000 749.000000
489000 32 686 604.5 758.5 667.688 93.3711 120.107 14425.7 -0.775206 -0.193095 641.000000 742.000000
490000 32 699.5 632.5 775 685.406 98.2559 126.542 16013 -0.41921 -0.372249 650.000000 768.000000
491000 32 695 597.5 752 661.125 98.3438 125.623 15781.1 -0.877202 0.10443 616.000000 725.000000
492000 32 720.5 571.5 788 659.469 119.135 147 21609.1 -0.921257 -0.492256 654.000000 737.000000
493000 32 702.5 603 769 662.781 104.898 135.947 18481.7 -0.940665 -0.000566382 646.000000 741.000000
494000 32 693.5 627 715.5 649.344 100.32 135.186 18275.2 -0.809459 -0.00268479 646.000000 709.000000
495000 32 682 551.5 771.5 654.656 103.596 129.046 16652.8 -0.615066 -0.755491 644.000000 738.000000
496000 32 705.5 596.5 759 665.844 99.748 126.715 16056.8 -0.688881 -0.110976 626.000000 744.000000
497000 32 714.5 606 793.5 679.562 104.18 125.066 15641.5 -0.659111 -0.797722 626.000000 773.000000
498000 32 698 605.5 802 681.812 109.973 138.125 19078.5 -0.65328 -0.498576 631.000000 752.000000
499000 32 698.5 612 768.5 663.031 109.15 144.275 20815.3 -0.832273 -0.202471 647.000000 751.000000
500000 32 682.5 618.5 799.5 674.062 104.867 135.541 18371.4 -0.699436 -0.5371 652.000000 757.000000
501000 32 703 610.5 773 676.375 110.719 142.481 20300.8 -0.662506 -0.125536 654.000000 764.000000
502000 32 708.5 583.5 772.5 665.625 118.578 150.542 22663 -0.846451 -0.395688 667.000000 744.000000
503000 32 670 598 767.5 654.562 106.492 140.184 19651.6 -0.61407 -0.446426 636.000000 734.000000
504000 32 689 600 781 669.562 111.242 141.012 19884.3 -0.656133 -0.491518 640.000000 751.000000
505000 32 685.5 633.5 775 678.594 100.332 133.978 17950 -0.722718 -0.384062 662.000000 763.000000
506000 32 671.5 555 768.5 651.562 119.25 141.987 20160.3 -0.484254 -0.702261 591.000000 749.000000
507000 32 688.5 585.5 786.5 673.594 114.744 145.583 21194.4 -0.495881 -0.223987 606.000000 758.000000
508000 32 689 592.5 802.5 679 114 144.504 20881.3 -0.511773 -0.679006 643.000000 790.000000
509000 32 710 606 768 672.031 105.65 131.953 17411.6 -0.657476 -0.395086 639.000000 749.000000
510000 32 675 612.5 773.5 671.906 104.543 134.467 18081.2 -0.375348 -0.650228 635.000000 745.000000
511000 32 686.5 632 763.5 666.75 85.5625 116.299 13525.4 -1.00277 0.512817 647.000000 720.000000
512000 32 695.5 608 766 669.906 101.049 125.651 15788.1 -0.611778 -0.625035 625.000000 739.000000
513000 32 691.5 624 765.5 671.406 94.5684 121.905 14860.9 -0.725642 -0.414629 645.000000 748.000000
514000 32 723 629 781 679.062 106.809 139.034 19330.3 -0.828637 -0.15496 662.000000 756.000000
515000 32 737.5 621.5 806 699.406 110.404 144.529 20888.7 -0.877965 -0.104073 690.000000 762.000000
516000 32 719.5 624.5 797 685.812 104.359 133.431 17803.9 -0.973694 0.1137 669.000000 758.000000
517000 32 735 619.5 773 687.531 106.707 135.796 18440.6 -0.856693 -0.220111 700.000000 755.000000
518000 32 707 627 769 680.344 95.5078 129.299 16718.1 -0.649029 0.257259 668.000000 735.000000
519000 32 731.5 627 792 693.5 96.625 128.682 16559.2 -1.16914 1.04584 686.000000 767.000000
520000 32 709.5 557 789.5 677.875 120.398 145.6 21199.3 -0.236855 -1.01823 628.000000 754.000000
521000 32 748 615.5 795.5 692.969 109.223 133.916 17933.5 -0.599399 -0.611589 650.000000 781.000000
522000 32 729.5 620 815.5 698.281 105.996 128.884 16611.2 -0.491143 -0.879269 643.000000 774.000000
523000 32 706 623.5 790.5 694.281 111.656 141.205 19939 -0.348072 -0.82084 653.000000 773.000000
524000 32 730 613.5 809.5 695.688 107.477 138.544 19194.4 -0.713215 -0.226722 668.000000 755.000000
525000 32 708 584 788 681.062 104.984 131.476 17285.9 -0.611079 -0.403999 640.000000 745.000000
526000 32 701 594 767 679.344 105.904 134.648 18130.1 -0.565188 -0.272089 643.000000 747.000000
527000 32 715 603 807.5 691 110 134.8 18171.1 -0.551652 -0.797658 643.000000 789.000000
528000 32 733.5 546 809.5 683.188 127.379 152.149 23149.4 -0.522673 -1.1053 622.000000 777.000000
529000 32 673 572.5 801.5 675.312 116.688 147.694 21813.4 -0.407319 -0.529091 640.000000 759.000000
