#skipped n median low_quartile hi_quartile mean avg_dev std_dev vari skew kurt conf_lo conf_hi
792000 32 793.5 735.5 840.5 778.219 75.1777 101.856 10374.7 -0.720403 0.658156 761.000000 826.000000
793000 32 801.5 747.5 849 785.562 69.8047 93.6055 8762 -0.808413 0.807714 751.000000 825.000000
794000 32 783 732 850.5 770.75 72.3438 92.6029 8575.29 -0.908268 -0.0763592 747.000000 831.000000
795000 32 789.5 736.5 855 776.5 77.9688 102.507 10507.7 -0.697475 0.0315073 752.000000 831.000000
796000 32 758 693 839.5 749.844 83.291 102.539 10514.2 -0.536499 -0.520384 715.000000 811.000000
797000 32 763.5 689.5 830.5 753.656 79.3477 106.064 11249.5 -0.653452 -0.0889166 754.000000 801.000000
798000 32 794.5 677.5 860.5 768.844 93.6855 120.277 14466.5 -0.433063 -0.171312 742.000000 818.000000
799000 32 791.5 687 843 758.812 84.5859 104.035 10823.3 -0.546842 -0.467811 722.000000 804.000000
800000 32 787.5 719.5 849 766.562 83.3594 108.476 11767.1 -0.781392 -0.180658 740.000000 819.000000
801000 32 798.5 710 852.5 771.625 84.7578 107.21 11494 -0.754209 -0.00808268 734.000000 818.000000
802000 32 782.5 739.5 827 763.156 75.8672 110.51 12212.4 -1.37333 2.04909 749.000000 812.000000
803000 32 797 684.5 857 769.094 93.957 115.313 13297.2 -0.555701 -0.384272 703.000000 828.000000
804000 32 779.5 706 818 747.531 85.0566 113.783 12946.6 -1.0011 0.691855 715.000000 809.000000
805000 32 793 682 846 760.375 83.5312 105.989 11233.6 -1.01977 0.661864 742.000000 818.000000
806000 32 775.5 684.5 851 757.562 79.7148 101.007 10202.4 -0.553354 0.025191 717.000000 804.000000
807000 32 796 711.5 867 784.188 78.9766 98.3163 9666.09 -0.76128 0.512143 730.000000 847.000000
808000 32 794.5 759 835 768.906 73.6289 101.047 10210.5 -1.07872 0.403756 777.000000 816.000000
809000 32 776 708 827.5 760.594 79.2207 106.177 11273.6 -0.876559 0.452977 755.000000 814.000000
810000 32 774 715.5 849.5 756.438 83.1953 112.96 12760 -1.06734 1.285 734.000000 811.000000
811000 32 798 735.5 869.5 778.25 84.1406 110.71 12256.6 -0.944994 0.575419 742.000000 846.000000
812000 32 798 765 869 792.75 73.25 105.944 11224.2 -1.16926 1.59086 780.000000 841.000000
813000 32 769.5 717.5 850.5 770.906 77.2188 98.7497 9751.51 -0.217237 -0.17119 726.000000 810.000000
814000 32 773 723 823.5 760.031 71.8359 96.53 9318.03 -0.736517 0.355677 732.000000 805.000000
815000 32 793 699 834.5 761.969 76.4766 96.0784 9231.06 -0.778518 -0.35192 746.000000 815.000000
816000 32 805.5 724.5 856.5 771.281 86.9336 111.162 12356.9 -0.999167 0.395561 739.000000 837.000000
817000 32 769 710 817.5 746 67.625 87.8599 7719.35 -0.793159 0.351533 722.000000 780.000000
818000 32 775 685.5 855.5 763.875 84.4453 102.167 10438 -0.378819 -0.848601 705.000000 827.000000
819000 32 803.5 727.5 856 780.938 79.8164 102.77 10561.7 -0.772649 -0.00896947 763.000000 842.000000
820000 32 814.5 733 878.5 795.719 79.584 98.702 9742.08 -0.67837 -0.797902 786.000000 857.000000
821000 32 802 745 864.5 787.281 85.1836 111.597 12453.9 -0.794893 -0.0531318 772.000000 848.000000
822000 32 784.5 706 869.5 782.5 85.6875 108.229 11713.5 -0.353842 -0.305838 737.000000 837.000000
823000 32 819 716 872 785.656 86.9922 107.614 11580.8 -0.650979 -0.508905 732.000000 851.000000
824000 32 784.5 725.5 862 785.031 77.0312 94.0022 8836.42 -0.492109 -0.658038 749.000000 845.000000
825000 32 791.5 719.5 851 771.312 75.3984 98.3238 9667.58 -0.879876 0.596675 731.000000 822.000000
826000 32 802 726.5 849.5 772.5 77.8125 102.178 10440.3 -0.926846 0.221592 756.000000 828.000000
827000 32 791.5 731.5 856.5 774.906 81.2988 108.596 11793 -0.91371 0.672697 758.000000 820.000000
828000 32 781 731 860 777.312 72.168 95.94 9204.48 -0.671894 0.396927 744.000000 826.000000
829000 32 803.5 692.5 874 780.969 95.0332 115.84 13419 -0.380419 -0.689338 744.000000 850.000000
830000 32 810 741 848 789.344 60.9668 79.7879 6366.1 -0.644009 -0.069932 783.000000 826.000000
831000 32 812.5 727 864 795.156 74.3574 95.5133 9122.78 -0.69575 0.12689 773.000000 839.000000
832000 32 793.5 719 910.5 790.031 90.6562 115.043 13234.9 -0.800478 0.41785 748.000000 851.000000
833000 32 808.5 729.5 875 794.656 82.0957 107.909 11644.4 -0.89347 0.600307 772.000000 849.000000
834000 32 791.5 736 875 786.812 82.5625 106.521 11346.7 -0.29032 -0.321812 740.000000 824.000000
835000 32 783.5 712 866 776.531 80.373 98.4034 9683.22 -0.308006 -0.848013 726.000000 839.000000
836000 32 782.5 718.5 842 773.406 63.6309 76.8802 5910.57 -0.217495 -0.7584 735.000000 813.000000
837000 32 802 745.5 841 792.844 60.1953 80.0766 6412.27 -0.292121 0.0298087 776.000000 834.000000
838000 32 789.5 701.5 857.5 781.406 75.0176 96.3451 9282.38 -0.427468 -0.266535 748.000000 830.000000
839000 32 788.5 701.5 859.5 771.656 73.3867 91.2588 8328.17 -0.571871 -0.679171 755.000000 827.000000
840000 32 789 718 843.5 770.719 73.459 95.8525 9187.69 -0.623654 0.0201276 749.000000 818.000000
841000 32 801.5 700.5 868 781.375 83.8516 103.309 10672.7 -0.239665 -0.90929 741.000000 823.000000
842000 32 771 721.5 846.5 772.469 75.9062 91.8301 8432.77 -0.378354 -0.561923 734.000000 832.000000
843000 32 780.5 758 856.5 777.969 67.6582 94.3684 8905.39 -0.91202 0.355298 773.000000 828.000000
844000 32 808.5 708 846.5 782.281 68.4609 82.9645 6883.11 -0.748487 -0.735986 772.000000 836.000000
845000 32 791 722 864 783.25 77.9062 100.944 10189.7 -0.352382 -0.237449 756.000000 834.000000
846000 32 803 710.5 843 780.781 73.4336 89.7735 8059.27 -0.227488 -0.261937 725.000000 828.000000
847000 32 806 702 872.5 786.812 88.4609 102.278 10460.7 -0.0851307 -0.993833 726.000000 850.000000
848000 32 792.5 722 860 786.625 75.8828 94.3995 8911.27 -0.542203 -0.737363 755.000000 853.000000
849000 32 779.5 698 845.5 765.781 74.4961 90.8312 8250.31 -0.648435 -0.815753 746.000000 828.000000
850000 32 821.5 713.5 860 790.844 83.623 102.841 10576.3 -0.449432 -0.515393 756.000000 838.000000
851000 32 815.5 759 895.5 811.688 75.3945 92.4241 8542.22 -0.584439 -0.22722 772.000000 872.000000
852000 32 771 738.5 873.5 786.688 80.168 101.053 10211.6 -0.145358 -0.696027 758.000000 836.000000
853000 32 774.5 688.5 866.5 762.719 88.0488 106.104 11258.1 -0.327901 -0.796308 701.000000 829.000000
854000 32 764.5 719 874 776.375 93.6484 118.693 14087.9 -0.29926 0.135248 724.000000 858.000000
855000 32 799.5 723 875.5 787.75 82.9062 106.307 11301.2 -0.712669 0.287773 760.000000 841.000000
856000 32 817 734 881.5 793.312 82.2109 103.132 10636.3 -0.780359 0.0874654 758.000000 853.000000
857000 32 805.5 751.5 868 795.875 66.7109 90.2719 8149.02 -0.93013 0.967358 777.000000 827.000000
858000 32 783 733 864.5 779.469 75.752 101.897 10383 -0.353162 0.167398 749.000000 815.000000
859000 32 773.5 729 837.5 774.094 77.8438 105.086 11043 -0.267639 0.591815 744.000000 825.000000
860000 32 792 717 856.5 780.438 84.0703 109.402 11968.8 -0.512355 0.316275 742.000000 832.000000
861000 32 806 721.5 859 781.5 85.6562 111.916 12525.2 -1.20162 1.36832 763.000000 851.000000
862000 32 810.5 736.5 848 784.531 82.8984 112.464 12648.1 -0.950056 0.720567 773.000000 833.000000
863000 32 796.5 706 877.5 780.281 91.4336 120.055 14413.2 -0.969025 0.989086 758.000000 851.000000
864000 32 790.5 732 869 773.688 89.1406 122.859 15094.2 -1.08597 1.06293 757.000000 826.000000
865000 32 807.5 746 872 788.875 84.4531 110.112 12124.6 -1.1736 1.27725 763.000000 861.000000
866000 32 753 702 862.5 764 85.5 113.962 12987.4 -0.662783 1.11607 729.000000 828.000000
867000 32 764 701 828.5 757.656 79.0547 107.994 11662.7 -0.808206 1.17587 730.000000 799.000000
868000 32 797 710 859.5 771.375 92.1562 122.332 14965.2 -0.623417 0.223194 755.000000 811.000000
869000 32 827 751.5 875 799.125 81.5859 111.784 12495.6 -1.1852 1.45042 797.000000 845.000000
870000 32 800.5 741.5 862 783.219 81.4277 111.295 12386.6 -0.709994 0.311082 773.000000 825.000000
871000 32 800 744 869.5 790.906 73.1055 96.5299 9318.02 -0.838586 0.460188 769.000000 852.000000
872000 32 804 720 891 795.719 92.4688 119.167 14200.7 -0.426225 -0.216151 755.000000 841.000000
873000 32 815.5 739 870 792.188 82.7539 115.251 13282.7 -1.24133 1.78081 781.000000 836.000000
874000 32 801 709 866.5 780.219 83.5664 108.532 11779.2 -0.696863 0.544475 737.000000 831.000000
875000 32 821.5 730 877 789.5 95.0312 120.948 14628.5 -0.811519 -0.218439 747.000000 861.000000
876000 32 803 720 875.5 792.75 83.875 109.722 12039 -0.680485 -0.272342 785.000000 856.000000
877000 32 790 709.5 878.5 779.812 89.5742 112.082 12562.4 -0.452759 -0.665654 750.000000 849.000000
878000 32 796.5 734 866 776.625 81.2578 108.043 11673.3 -0.87535 0.349632 762.000000 828.000000
879000 32 821 732 888.5 798.25 90.8906 116.884 13661.8 -0.661636 -0.218141 771.000000 849.000000
880000 32 783.5 743 852 784.281 77.1738 102.611 10528.9 -0.421944 -0.485664 766.000000 832.000000
881000 32 794.5 722 883 784.5 86.0938 111.584 12451 -0.628684 -0.109864 745.000000 839.000000
882000 32 810.5 706.5 877.5 780.812 100.023 124.244 15436.5 -0.50412 -0.541359 731.000000 843.000000
883000 32 815.5 742 869.5 800.906 80.873 108.747 11826 -0.86738 0.535926 797.000000 857.000000
884000 32 797.5 726.5 880 790.281 80.7012 106.76 11397.6 -0.401283 0.13485 760.000000 835.000000
885000 32 819.5 759 873.5 796.594 75.9824 102.341 10473.7 -0.868767 0.241777 778.000000 833.000000
886000 32 822.5 734 869.5 792.5 83.4375 101.716 10346.1 -0.567733 -0.752926 751.000000 862.000000
887000 32 821.5 743.5 884 805.875 79.9141 104.532 10926.9 -0.762906 -0.0570387 798.000000 865.000000
888000 32 810.5 752.5 874 795.938 74.1367 94.5447 8938.71 -0.723556 -0.116459 759.000000 843.000000
889000 32 812 713.5 863.5 786.406 77.043 94.0555 8846.44 -0.569373 -0.581714 753.000000 848.000000
890000 32 799 724.5 849 783.469 73.4434 90.4751 8185.74 -0.34599 -0.780862 743.000000 826.000000
891000 32 804.5 749.5 857 793.625 62.9453 84.2595 7099.66 -0.674348 0.157186 774.000000 823.000000
892000 32 797.5 750.5 876 802.219 72.1074 92.9428 8638.37 -0.423116 -0.107202 766.000000 865.000000
893000 32 830 776.5 901 811.781 81.5234 103.77 10768.2 -0.647027 -0.740017 798.000000 856.000000
894000 32 803 724.5 864.5 793.781 89.8438 113.122 12796.6 -0.437768 -0.479684 756.000000 855.000000
895000 32 793 725.5 843 774.75 73.8438 88.7675 7879.68 -0.486268 -0.892067 738.000000 827.000000
896000 32 829 718 882 792.844 89.916 109.592 12010.3 -0.439301 -0.685643 764.000000 845.000000
897000 32 823.5 769.5 902.5 813.625 82.7109 103.653 10743.9 -0.606481 -0.626442 777.000000 893.000000
898000 32 816 728.5 888 804.219 80.4551 96.3055 9274.76 -0.0996363 -0.911631 753.000000 866.000000
899000 32 793 695 850.5 773.469 88.2227 107.765 11613.4 -0.354492 -0.823484 725.000000 828.000000
900000 32 790.5 712.5 860 776 78.5625 97.9509 9594.39 -0.522342 -0.37115 749.000000 837.000000
901000 32 810 763.5 879 803.375 76.6641 101.107 10222.6 -0.243144 -0.0239129 768.000000 860.000000
902000 32 786.5 732 874.5 790.469 73.4688 92.701 8593.48 -0.182821 -0.908742 773.000000 831.000000
903000 32 821 735 872.5 787.594 89.2949 112.771 12717.4 -0.880034 0.0191788 755.000000 851.000000
904000 32 789.5 752 848.5 791.156 73.5312 99.608 9921.75 -0.48833 0.19711 766.000000 833.000000
905000 32 826.5 746 872 797.188 86.6523 114.912 13204.7 -1.01137 0.507742 783.000000 856.000000
906000 32 803.5 741 858.5 782.469 85.3809 113.704 12928.5 -0.718792 0.224364 758.000000 839.000000
907000 32 831.5 777.5 883 808.219 81.248 109.778 12051.1 -0.919035 0.017292 814.000000 855.000000
908000 32 786.5 714 861 772.781 81.5371 104.838 10991 -0.679599 -0.39713 737.000000 824.000000
909000 32 807 748.5 899 805.375 82.4766 104.696 10961.3 -0.132668 -0.653288 758.000000 841.000000
910000 32 798 736 884 790.719 80.5488 99.5439 9908.98 -0.455341 -0.69785 755.000000 859.000000
911000 32 815 728 868 791.188 76.4023 93.2362 8693 -0.860592 -0.228695 752.000000 855.000000
912000 32 807.5 750 880.5 798.844 76.4062 97.5057 9507.36 -0.636713 -0.254147 761.000000 861.000000
913000 32 837.5 741 877 810.156 79.3477 101.086 10218.5 -0.671087 -0.465603 812.000000 854.000000
914000 32 827 731.5 875 803.344 74.0488 90.9469 8271.33 -0.61335 -0.858998 788.000000 846.000000
915000 32 837 727 918.5 810.406 88.1172 108.172 11701.2 -0.558905 -0.782039 777.000000 857.000000
916000 32 805 728 875 794.594 74.7695 96.1309 9241.15 -0.77776 -0.147947 783.000000 852.000000
917000 32 801 737.5 885.5 795.219 86.2812 109.668 12027 -0.266336 -0.759876 763.000000 842.000000
918000 32 821 750 863.5 788.375 79.8438 101.182 10237.9 -0.797349 -0.521274 775.000000 845.000000
919000 32 826 737.5 881.5 796.156 88.252 116.616 13599.2 -1.04276 0.544297 788.000000 863.000000
920000 32 817 752.5 891.5 810.344 79.4473 101.006 10202.3 -0.128645 -0.697444 775.000000 846.000000
921000 32 834 751 878.5 814.312 70.6094 89.1076 7940.16 -0.747949 0.120154 783.000000 860.000000
922000 32 829 710 880.5 792.75 87.5781 103.249 10660.3 -0.395219 -0.921388 749.000000 856.000000
923000 32 813.5 726.5 870.5 799.938 85.5078 111.846 12509.5 -0.293447 -0.445171 770.000000 851.000000
924000 32 805.5 762.5 884 810.125 68.375 85.5626 7320.95 -0.296239 -0.346817 772.000000 859.000000
925000 32 805.5 751 875 798.406 72.418 95.1582 9055.09 -0.459724 -0.279852 777.000000 831.000000
926000 32 794 730.5 867 793.031 71.0938 84.5884 7155.19 -0.245197 -0.593787 734.000000 853.000000
927000 32 814.5 765.5 860.5 804.156 68.7422 90.3513 8163.36 -0.485791 -0.6017 792.000000 839.000000
928000 32 814.5 705.5 873.5 786.75 83.1875 101.987 10401.4 -0.590771 -0.890093 765.000000 847.000000
929000 32 805 732 880.5 793.188 88.3633 111.626 12460.4 -0.482291 -0.549185 762.000000 856.000000
930000 32 824 735.5 869 797.938 82.0781 100.744 10149.3 -0.510835 -0.94632 781.000000 854.000000
931000 32 835.5 748 889 810.875 75.4609 94.3944 8910.31 -0.563125 -0.468414 785.000000 856.000000
932000 32 813.5 719.5 880 795.531 85.9355 106.165 11270.9 -0.611325 -0.647656 779.000000 864.000000
933000 32 812.5 732 852 791.844 75.1855 94.0234 8840.39 -0.561745 -0.543151 775.000000 844.000000
934000 32 797.5 743.5 858 790.406 65.8184 84.534 7145.99 -0.266649 -0.284372 759.000000 839.000000
935000 32 796 724 877 789.219 83.7676 109.907 12079.5 -0.278751 -0.39463 754.000000 831.000000
936000 32 802 730.5 882.5 797.094 86.5312 106.451 11331.9 -0.105659 -0.770031 756.000000 852.000000
937000 32 807 715 888.5 797.719 87.709 109.539 11998.7 -0.211543 -0.675727 763.000000 858.000000
938000 32 814.5 694 852 783.25 82.9375 99.8043 9960.9 -0.553789 -0.87701 765.000000 839.000000
939000 32 811.5 747.5 859 792.094 70.3945 89.0858 7936.28 -0.379976 -0.510827 757.000000 831.000000
940000 32 817.5 713.5 884 785.75 89.8594 108.994 11879.6 -0.695671 -0.8713 766.000000 862.000000
941000 32 787.5 730 889.5 789.125 90.625 114.097 13018 -0.535106 -0.523344 756.000000 870.000000
942000 32 843.5 761.5 892 809.531 86.4902 109.68 12029.7 -0.878988 -0.310236 792.000000 878.000000
943000 32 821 723 873 782.312 87.7539 113.594 12903.6 -1.15678 1.09733 750.000000 848.000000
944000 32 804 744 851 787.344 75.8418 103.395 10690.4 -1.25016 1.49774 772.000000 844.000000
945000 32 818 753.5 875.5 791.562 78.3945 101.99 10402.1 -0.79006 0.00420246 773.000000 841.000000
946000 32 814.5 725 863.5 791.875 78.9531 94.351 8902.11 -0.534129 -0.544345 745.000000 852.000000
947000 32 823 727 879 808.156 74.584 96.3331 9280.07 -0.0462978 -0.593679 790.000000 840.000000
948000 32 820.5 764 852.5 796.469 61.0723 80.1462 6423.42 -1.01924 0.179704 793.000000 846.000000
949000 32 799 725 889 799.156 83.4688 95.5733 9134.27 -0.0954124 -1.31704 741.000000 867.000000
950000 32 811 687.5 881 792.469 87.0645 100.46 10092.1 0.0314122 -1.34856 721.000000 851.000000
951000 32 812 714.5 842.5 785.375 74.9297 98.3971 9681.98 -0.359597 0.39445 765.000000 834.000000
952000 32 816.5 718 864 794.469 81.5391 102.311 10467.6 -0.299962 -0.689718 763.000000 847.000000
953000 32 783 710.5 879 784.844 87.1562 110.7 12254.5 -0.108344 -0.826032 750.000000 815.000000
954000 32 786 711 852 776.531 79.2188 98.6437 9730.58 -0.172643 -0.568086 735.000000 833.000000
955000 32 815.5 712 859 785.281 88.416 112.469 12649.4 -0.574058 -0.260589 758.000000 841.000000
956000 32 819.5 736.5 866 791.344 71.3203 90.6409 8215.78 -1.04766 0.820809 759.000000 838.000000
957000 32 792 730.5 878 795.312 71.832 88.3802 7811.06 -0.297467 -0.941402 773.000000 848.000000
958000 32 823 749 863 798.25 71.8281 92.7077 8594.71 -0.723292 -0.477302 796.000000 851.000000
959000 32 787 742.5 868.5 787.406 74.0938 96.4756 9307.54 -0.415222 -0.590576 767.000000 836.000000
960000 32 811.5 794.5 864.5 803.344 70.3633 105.79 11191.5 -1.01602 1.36941 801.000000 832.000000
961000 32 790.5 697 894 786.969 89.5957 105.702 11172.9 -0.0230103 -1.26435 720.000000 848.000000
962000 32 795 731 846.5 782.781 75.4473 101.446 10291.3 -0.339074 0.779572 738.000000 832.000000
963000 32 813 751 846.5 786.188 74.7539 99.3172 9863.9 -0.909406 -0.0624197 779.000000 837.000000
964000 32 815 746.5 891.5 798.344 90.0293 115.168 13263.6 -0.744798 -0.423073 777.000000 873.000000
965000 32 811.5 745 869 789.562 73.832 93.4203 8727.35 -0.755577 -0.316136 763.000000 840.000000
966000 32 790.5 740 852.5 786.812 72.875 94.8705 9000.42 -0.237304 -0.17748 756.000000 828.000000
967000 32 820 742.5 886 797.75 73.9375 92.979 8645.1 -0.754017 -0.373843 771.000000 851.000000
968000 32 821 743 871.5 798 71.4375 87.9846 7741.29 -0.686063 -0.486033 776.000000 852.000000
969000 32 819.5 732.5 888.5 804.469 82.9434 105.91 11217 -0.268233 -0.753756 788.000000 845.000000
970000 32 803.5 734 899 790.75 88.4062 109.181 11920.6 -0.611949 -0.615715 744.000000 860.000000
971000 32 816 743 914.5 804.281 94.3438 115.4 13317.2 -0.542757 -0.796066 769.000000 881.000000
972000 32 824.5 758.5 886 806.25 79.7812 102.54 10514.5 -0.468099 -0.447558 774.000000 846.000000
973000 32 823 738 868.5 792.562 78.0547 94.837 8994.06 -0.844121 -0.241546 744.000000 851.000000
974000 32 793 749 852 785.969 66.291 91.571 8385.26 -0.695772 0.0469388 779.000000 821.000000
975000 32 798 736.5 870 782.219 89.8301 112.514 12659.5 -0.501109 -0.773505 753.000000 847.000000
976000 32 810 717.5 847 775.938 87.9531 111.355 12400 -0.524416 -0.393676 735.000000 827.000000
977000 32 817.5 707.5 853.5 783.188 83.6914 104.067 10829.9 -0.596548 -0.439578 747.000000 837.000000
978000 32 789 726 877 796.938 89.9961 111.606 12455.9 -0.0474532 -0.633784 743.000000 861.000000
979000 32 805.5 740.5 872 787.156 86.0547 113.542 12891.7 -0.8326 0.673151 756.000000 863.000000
980000 32 821 755 870 802.812 65.0234 85.9191 7382.09 -0.924278 0.910908 772.000000 840.000000
981000 32 826.5 730.5 882 793.438 87.043 106.551 11353.2 -0.305672 -0.829077 751.000000 847.000000
982000 32 804 712.5 902.5 807.812 92.125 107.578 11573.1 -0.176642 -1.20116 768.000000 872.000000
983000 32 823 681 877.5 786.312 99.9609 114.769 13171.9 -0.323147 -1.17366 726.000000 866.000000
984000 32 827 702 882 792.219 89.0801 104.99 11022.9 -0.433949 -0.921123 750.000000 853.000000
985000 32 811 740.5 883.5 803.25 79.4844 101.151 10231.5 -0.579867 -0.129928 760.000000 856.000000
986000 32 821.5 746 887 803.531 82.8398 102.968 10602.3 -0.570266 -0.560649 771.000000 863.000000
987000 32 820 745.5 890 803.594 77.707 97.0274 9414.31 -0.642375 -0.333186 771.000000 866.000000
988000 32 806 737 915.5 810 90.875 109.689 12031.7 -0.30391 -0.861702 764.000000 868.000000
989000 32 809 744.5 893 804.438 81.7852 101.895 10382.6 -0.410878 -0.782515 761.000000 862.000000
990000 32 808.5 758 906 809.531 74.4062 100.279 10055.9 -0.195153 -0.36592 784.000000 835.000000
991000 32 796.5 738.5 872.5 787.938 77.0156 100.074 10014.7 -0.784721 -0.0596449 757.000000 856.000000
992000 32 822.5 752.5 886 804.781 76.9336 95.3654 9094.56 -0.590709 -0.579972 773.000000 868.000000
993000 32 771 727.5 863 783.312 72.1016 84.8347 7196.93 -0.0207955 -1.15972 742.000000 840.000000
994000 32 787.5 719.5 858.5 791 78.8125 97.3066 9468.58 0.130105 -0.435144 728.000000 830.000000
995000 32 806 739 860 790.938 69.0664 83.1004 6905.67 -0.266751 -0.74431 756.000000 837.000000
996000 32 827 748.5 892 813.156 74.709 86.0657 7407.3 -0.130981 -1.05552 753.000000 882.000000
997000 32 816 751.5 867.5 796.156 64.5645 84.3748 7119.1 -0.829014 0.267702 768.000000 828.000000
998000 32 810.5 748.5 884 795.156 82.6367 110.094 12120.6 -0.967376 0.440833 755.000000 850.000000
999000 32 819 755.5 885 797.031 79.1543 101.93 10389.6 -1.04369 0.626523 775.000000 862.000000
